,SMS,LABEL,len,url,number,senha
1725,"Ei, Daniel, seu CPF 007-xxx.xxx-03 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,148,0,1,0
1726,"Estamos tentando contato com MARIA. Assunto de extrema importancia, CPF: 007-xxx.xxx-07 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,157,0,1,0
1727,"Estamos tentando contato com LILIAN. Assunto de extrema importancia, CPF: 007-xxx.xxx-90 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,158,0,1,0
1728,"ATHAYDE, proprietario do CPF 007.xxx.xxx-91, seu debito atual junto ao Bradesco e de R$ 67135,09, lance sua proposta! WhatsApp 11955831425",ok,138,0,1,0
1729,"Sr.(a) ANDREA,CPF 007.xxx.xxx-95, seu debito junto ao BRADESCO desde 07/06/2013 pode ser quitado hoje por R$1200. Ligue agora 08006002934 /whatsapp 11997193858",ok,159,0,1,0
1730,"MARIA, CPF 007.xxx.xxx-28, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,145,0,1,0
1731,"RICARDO,CNPJ 00780.xxx/xxxx-04,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$86.31 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1732,"ROSSI,CNPJ 00796.xxx/xxxx-58,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$6.89 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,159,1,1,0
1733,"Ei, Carlos, seu CPF 008-xxx.xxx-14 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,148,0,1,0
1734,"Estamos tentando contato com JOAO. Assunto de extrema importancia, CPF: 008-xxx.xxx-33 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,155,0,1,0
1735,"Estamos tentando contato com DIRLEY. Assunto de extrema importancia, CPF: 008-xxx.xxx-44 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,158,0,1,0
1736,"BENEDITO, proprietario do CPF 008.xxx.xxx-18, seu debito atual junto ao Bradesco e de R$ 4963,8, lance sua proposta! WhatsApp 11955831425",ok,137,0,1,0
1737,"Sr.(a) ERIKA,CPF 008.xxx.xxx-31, seu debito junto ao BRADESCO desde 13/04/2013 pode ser quitado hoje por R$2200. Ligue agora 08006002934 /whatsapp 11997193858",ok,158,0,1,0
1738,"JOSE, CPF 008.xxx.xxx-64, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,144,0,1,0
1739,"MC,CNPJ 00820.xxx/xxxx-21,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$171.64 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,158,1,1,0
1740,"J,CNPJ 00821.xxx/xxxx-24,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$520.61 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1741,"IZAPOP,CNPJ 00857.xxx/xxxx-00,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$383.84 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1742,"BRUNA,CNPJ 00899.xxx/xxxx-02,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$1150.98 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1743,"Ei, Adalton, seu CPF 009-xxx.xxx-20 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,149,0,1,0
1744,"Estamos tentando contato com PAULO. Assunto de extrema importancia, CPF: 009-xxx.xxx-54 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,156,0,1,0
1745,"Estamos tentando contato com JUDITE. Assunto de extrema importancia, CPF: 009-xxx.xxx-67 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,158,0,1,0
1746,"FABIANA, proprietario do CPF 009.xxx.xxx-89, seu debito atual junto ao Bradesco e de R$ 3449,49, lance sua proposta! WhatsApp 11955831425",ok,137,0,1,0
1747,"Sr.(a) BARBARA,CPF 009.xxx.xxx-69, seu debito junto ao BRADESCO desde 10/12/2006 pode ser quitado hoje por R$1200. Ligue agora 08006002934 /whatsapp 11997193858",ok,160,0,1,0
1748,"ABBAS, CPF 009.xxx.xxx-49, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,145,0,1,0
1749,"FAMA,CNPJ 00918.xxx/xxxx-04,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$168.03 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,150,1,1,0
1750,"RIO,CNPJ 00943.xxx/xxxx-05,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$445.39 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,159,1,1,0
1751,"MORMACO,CNPJ 00943.xxx/xxxx-25,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$1268.92 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,154,1,1,0
1752,"CONFECCOES,CNPJ 00951.xxx/xxxx-08,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$917.6 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,155,1,1,0
1753,"ART,CNPJ 00985.xxx/xxxx-87,proposta p/ quitar seu debito referente a CHEQUE ESPECIAL por R$881.67 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1754,"JOSE,CNPJ 00986.xxx/xxxx-00,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$354.23 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1755,"MIRIAM,CNPJ 00989.xxx/xxxx-77,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$180.37 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1756,"Patricia vraagt te verblijven op 18 okt-22 okt voor R$485,00abnb.me...",ok,70,0,1,0
1757,"GPSNet: Ola, estamos tentando contato, favor informar melhor horario para ligar atraves do 08006454200 ligacoes das 06:00h.am as 23:59h.pm.",ok,139,0,1,0
1758,"UNIMED: Cosulta com a especialidade de Gastroenterologista agendada para dia 11/09 às 15:00h.com a Dr. Rosa Maria Costalonga Picoli - CLIN CEMEC, JARDIM CAMBURI",ok,160,0,1,0
1759,"DENTISTA: Bom Dia! sua manutenção está agendada para amanhã dia 16/01. Dás 08:30 ás 12:00 ou dás 13:30 ás 17:00h.tel:5524-1632 
",ok,130,0,1,0
1760,"Sr(a) AHAVA DUTRA, seu procedimento com o(a) Dr(a)KARITA REJANE esta agendado para 03/06/2019 as 14:00hs.as 14:00",ok,113,0,1,0
1761,"accamargo: Procedimento dia 26/09 está em ANÁLISE.O hospital aguarda liberação até às 17:00hs.de hoje p confirmar o
Agendamento.PROTOCOLO 963970357.Bom dia.",ok,158,0,1,0
1762,"accamargo: Procedimento dia 17/10 está em ANÁLISE.O hospital aguarda liberação do convenio ref.autorização até às 
17:00hs.de hoje p confirmar procedimento.",ok,158,0,1,0
1763,"050003740403|01.ec2.gru.network

Details:
Hi DCO,

We have received a notification from Cisco as below:


NOTIFICATION SENT TO: 
NOTIFICATION SENT TIME:. Reply 27986",ok,174,1,1,0
1764,"Ei, Alex, seu CPF 010-xxx.xxx-70 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,146,0,1,0
1765,"Estamos tentando contato com SIMONE. Assunto de extrema importancia, CPF: 010-xxx.xxx-96 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,157,0,1,0
1766,"Estamos tentando contato com JOANA. Assunto de extrema importancia, CPF: 010-xxx.xxx-55 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,156,0,1,0
1767,"JAQUELINE, proprietario do CPF 010.xxx.xxx-39, seu debito atual junto ao Bradesco e de R$ 2858,84, lance sua proposta! WhatsApp 11955831425",ok,139,0,1,0
1768,"Sr.(a) JOSE,CPF 010.xxx.xxx-85, seu debito junto ao BRADESCO desde 15/12/2012 pode ser quitado hoje por R$1500. Ligue agora 08006002934 /whatsapp 11997193858",ok,157,0,1,0
1769,"CASSIO, CPF 010.xxx.xxx-82, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,146,0,1,0
1770,"ANA,CNPJ 01042.xxx/xxxx-19,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$212.75 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,149,1,1,0
1771,"TANIA,CNPJ 01066.xxx/xxxx-46,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$97.13 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1772,"Ei, Adorani, seu CPF 011-xxx.xxx-96 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,149,0,1,0
1773,"Estamos tentando contato com SOLANGE. Assunto de extrema importancia, CPF: 011-xxx.xxx-73 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,158,0,1,0
1774,"Estamos tentando contato com LUCILEI. Assunto de extrema importancia, CPF: 011-xxx.xxx-75 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,159,0,1,0
1775,"BRUNO, proprietario do CPF 011.xxx.xxx-81, seu debito atual junto ao Bradesco e de R$ 1070,46, lance sua proposta! WhatsApp 11955831425",ok,135,0,1,0
1776,"Sr.(a) MARISA,CPF 011.xxx.xxx-83, seu debito junto ao BRADESCO desde 16/07/2013 pode ser quitado hoje por R$1200. Ligue agora 08006002934 /whatsapp 11997193858",ok,159,0,1,0
1777,"ALBERTO, CPF 011.xxx.xxx-91, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,147,0,1,0
1778,"Ei, Ademir, seu CPF 012-xxx.xxx-70 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,148,0,1,0
1779,"Estamos tentando contato com CARLA. Assunto de extrema importancia, CPF: 012-xxx.xxx-71 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,156,0,1,0
1780,"Estamos tentando contato com ROSELI. Assunto de extrema importancia, CPF: 012-xxx.xxx-83 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,157,0,1,0
1781,"MARIA, proprietario do CPF 012.xxx.xxx-76, seu debito atual junto ao Bradesco e de R$ 11911,91, lance sua proposta! WhatsApp 11955831425",ok,136,0,1,0
1782,"Sr.(a) RUY,CPF 012.xxx.xxx-09, seu debito junto ao BRADESCO desde 30/08/2011 pode ser quitado hoje por R$1200. Ligue agora 08006002934 /whatsapp 11997193858",ok,156,0,1,0
1783,"ELIAS, CPF 012.xxx.xxx-70, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,145,0,1,0
1784,"VITALIS,CNPJ 01212.xxx/xxxx-49,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$1446.33 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,154,1,1,0
1785,"ADRIANA,CNPJ 01241.xxx/xxxx-30,proposta p/ quitar seu debito referente a CREDITO PESSOAL por R$368.91 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,156,1,1,0
1786,"RGM,CNPJ 01260.xxx/xxxx-60,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$478.36 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,159,1,1,0
1787,"F,CNPJ 01268.xxx/xxxx-46,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$784.82 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,147,1,1,0
1788,"V,CNPJ 01280.xxx/xxxx-38,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$154.06 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1789,"Ei, Alan, seu CPF 013-xxx.xxx-43 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,146,0,1,0
1790,"Estamos tentando contato com MARIA. Assunto de extrema importancia, CPF: 013-xxx.xxx-08 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,156,0,1,0
1791,"Estamos tentando contato com PRISCILA. Assunto de extrema importancia, CPF: 013-xxx.xxx-93 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,160,0,1,0
1792,"CASSIO, proprietario do CPF 013.xxx.xxx-21, seu debito atual junto ao Bradesco e de R$ 365,84, lance sua proposta! WhatsApp 11955831425",ok,135,0,1,0
1793,"Sr.(a) EDUARDO,CPF 013.xxx.xxx-02, seu debito junto ao BRADESCO desde 17/05/2013 pode ser quitado hoje por R$1200. Ligue agora 08006002934 /whatsapp 11997193858",ok,160,0,1,0
1794,"ALFREDO, CPF 013.xxx.xxx-97, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,147,0,1,0
1795,"C,CNPJ 01319.xxx/xxxx-41,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$205.25 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1796,"FF,CNPJ 01320.xxx/xxxx-40,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$261.58 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,158,1,1,0
1797,"R,CNPJ 01345.xxx/xxxx-30,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$871.85 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1798,"PADARIA,CNPJ 01354.xxx/xxxx-02,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$354.34 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,153,1,1,0
1799,"S,CNPJ 01379.xxx/xxxx-10,proposta p/ quitar seu debito referente a CREDITO PESSOAL por R$51.84 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,149,1,1,0
1800,"WM,CNPJ 01396.xxx/xxxx-06,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$694.08 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,148,1,1,0
1801,"Ei, Antero, seu CPF 014-xxx.xxx-40 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,148,0,1,0
1802,"Estamos tentando contato com SEBASTIAO. Assunto de extrema importancia, CPF: 014-xxx.xxx-28 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,160,0,1,0
1803,"Estamos tentando contato com ANELIZE. Assunto de extrema importancia, CPF: 014-xxx.xxx-65 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,159,0,1,0
1804,"FELIPE, proprietario do CPF 014.xxx.xxx-08, seu debito atual junto ao Bradesco e de R$ 660,38, lance sua proposta! WhatsApp 11955831425",ok,135,0,1,0
1805,"Sr.(a) CARLA,CPF 014.xxx.xxx-86, seu debito junto ao BRADESCO desde 09/07/2012 pode ser quitado hoje por R$1500. Ligue agora 08006002934 /whatsapp 11997193858",ok,158,0,1,0
1806,"JULIETA, CPF 014.xxx.xxx-06, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,147,0,1,0
1807,"D,CNPJ 01410.xxx/xxxx-06,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$178.97 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1808,"COML,CNPJ 01437.xxx/xxxx-90,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$637.1 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,159,1,1,0
1809,"JET,CNPJ 01456.xxx/xxxx-67,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$590.97 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,159,1,1,0
1810,"N,CNPJ 01471.xxx/xxxx-07,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$1241.92 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,158,1,1,0
1811,"Ei, Darleno, seu CPF 015-xxx.xxx-26 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,149,0,1,0
1812,"Estamos tentando contato com SUSIE. Assunto de extrema importancia, CPF: 015-xxx.xxx-84 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,156,0,1,0
1813,"Estamos tentando contato com VANESSA. Assunto de extrema importancia, CPF: 015-xxx.xxx-18 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,158,0,1,0
1814,"ABRAAO, proprietario do CPF 015.xxx.xxx-84, seu debito atual junto ao Bradesco e de R$ 3651,74, lance sua proposta! Responda sem custo.",ok,135,0,1,0
1815,"Sr.(a) ANA,CPF 015.xxx.xxx-00, seu debito junto ao BRADESCO desde 05/06/2012 pode ser quitado hoje por R$2800. Ligue agora 08006002934 /whatsapp 11997193858",ok,156,0,1,0
1816,"MARIA, CPF 015.xxx.xxx-05, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,145,0,1,0
1817,"ROSA,CNPJ 01511.xxx/xxxx-98,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$314.96 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1818,"QUALITY,CNPJ 01550.xxx/xxxx-20,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$11.24 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1819,"A,CNPJ 01554.xxx/xxxx-28,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$183.68 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1820,"LL,CNPJ 01560.xxx/xxxx-47,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$76.39 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1821,"JEFFERSON,CNPJ 01571.xxx/xxxx-58,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$123.84 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,155,1,1,0
1822,"VMS,CNPJ 01577.xxx/xxxx-40,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$85.28 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,158,1,1,0
1823,"Ei, Adason, seu CPF 016-xxx.xxx-95 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,148,0,1,0
1824,"Estamos tentando contato com JOSE. Assunto de extrema importancia, CPF: 016-xxx.xxx-42 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,155,0,1,0
1825,"Estamos tentando contato com STEFANIA. Assunto de extrema importancia, CPF: 016-xxx.xxx-90 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,160,0,1,0
1826,"0608041E280301|COMUNICADO DE NEGATIVA
Sr.(a) ELEN RIBEIRO DA XX, CPF: .016.967.XXX., titulo  (CHEQUES BANCO DO BRASIL)
Comunicamos que apos   tentativas de contato ",ok,168,0,1,0
1827,"ADELINO, proprietario do CPF 016.xxx.xxx-66, seu debito atual junto ao Bradesco e de R$ 5223,02, lance sua proposta! Responda sem custo.",ok,136,0,1,0
1828,"Sr.(a) ADSON,CPF 016.xxx.xxx-02, seu debito junto ao BRADESCO desde 08/04/2013 pode ser quitado hoje por R$1000. Ligue agora 08006002934 /whatsapp 11997193858",ok,158,0,1,0
1829,"ANDREIA, CPF 016.xxx.xxx-61, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,147,0,1,0
1830,"AUTO,CNPJ 01601.xxx/xxxx-84,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$187.88 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1831,"REAL,CNPJ 01623.xxx/xxxx-93,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$258.15 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1832,"ADBOR,CNPJ 01626.xxx/xxxx-62,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$1469.84 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1833,"ROTA,CNPJ 01647.xxx/xxxx-25,proposta p/ quitar seu debito referente a CHEQUE ESPECIAL por R$514.6 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1834,"S,CNPJ 01650.xxx/xxxx-00,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$308.17 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1835,"C,CNPJ 01653.xxx/xxxx-23,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$512.2 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,156,1,1,0
1836,"Ei, Adriano, seu CPF 017-xxx.xxx-09 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,149,0,1,0
1837,"Estamos tentando contato com EDSON. Assunto de extrema importancia, CPF: 017-xxx.xxx-66 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,156,0,1,0
1838,"Estamos tentando contato com HOSTINO. Assunto de extrema importancia, CPF: 017-xxx.xxx-63 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,159,0,1,0
1839,"CLAYTON, proprietario do CPF 017.xxx.xxx-74, seu debito atual junto ao Bradesco e de R$ 3186,97, lance sua proposta! WhatsApp 11955831425",ok,137,0,1,0
1840,"Sr.(a) ANDRE,CPF 017.xxx.xxx-12, seu debito junto ao BRADESCO desde 06/09/2011 pode ser quitado hoje por R$2500. Ligue agora 08006002934 /whatsapp 11997193858",ok,158,0,1,0
1841,"DANIEL, CPF 017.xxx.xxx-48, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,146,0,1,0
1842,"Ei, Andrea, seu CPF 018-xxx.xxx-80 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,148,0,1,0
1843,"Estamos tentando contato com ANA. Assunto de extrema importancia, CPF: 018-xxx.xxx-40 . Entre em contato pelo telefone: 1127393055 ou Whats: (11)976509508",ok,154,0,1,0
1844,"Estamos tentando contato com ARLEIDE. Assunto de extrema importancia, CPF: 018-xxx.xxx-93 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,159,0,1,0
1845,"0608044CF50501|COMUNICADO EXTRAJUDICIAL DE EXECUÇÃO DE DEBITO Contrato: 7720 CPF: 018.xxx.553-87, Referente: ESTANCIA ÁGUAS DO ITIQUIRA. Debito: R$ 3.330,07 Prezado ",ok,165,0,1,0
1846,"06080401090501|COMUNICADO EXTRAJUDICIAL DE EXECUÇÃO DE DEBITO Contrato: 22698 CPF: 018.xxx.559-31, Referente: ESTANCIA ÁGUAS DO ITIQUIRA. Debito: R$ 2.625,40 Prezado ",ok,166,0,1,0
1847,"ELDES, proprietario do CPF 018.xxx.xxx-42, seu debito atual junto ao Bradesco e de R$ 6904,94, lance sua proposta! WhatsApp 11955831425",ok,135,0,1,0
1848,"Sr.(a) JAIRO,CPF 018.xxx.xxx-83, seu debito junto ao BRADESCO desde 25/11/2012 pode ser quitado hoje por R$1600. Ligue agora 08006002934 /whatsapp 11997193858",ok,158,0,1,0
1849,"ANDERSON, CPF 018.xxx.xxx-67, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,148,0,1,0
1850,"CENTRO,CNPJ 01823.xxx/xxxx-54,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$157.25 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1851,"JM,CNPJ 01841.xxx/xxxx-75,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$112.46 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,148,1,1,0
1852,"LUIS,CNPJ 01854.xxx/xxxx-02,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$422.52 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1853,"ANDREWS,CNPJ 01874.xxx/xxxx-40,proposta p/ quitar seu debito referente a CAPITAL GIRO por R$92.97 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,152,1,1,0
1854,"Ei, Alex, seu CPF 019-xxx.xxx-90 pode sair de restricao em ate 5 dias. Ligue hoje e garanta a melhor negociacao em carater de excecao 08002759600.",ok,146,0,1,0
1855,"Estamos tentando contato com WILMA. Assunto de extrema importancia, CPF: 019-xxx.xxx-13 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,157,0,1,0
1856,"Estamos tentando contato com JULIO. Assunto de extrema importancia, CPF: 019-xxx.xxx-88 . Entre em contato pelo telefone: 08007213569 ou Whats: (11)976509508",ok,157,0,1,0
1857,"GENILSON, proprietario do CPF 019.xxx.xxx-07, seu debito atual junto ao Bradesco e de R$ 6830,78, lance sua proposta! WhatsApp 11955831425",ok,138,0,1,0
1858,"Sr.(a) ALIRIO,CPF 019.xxx.xxx-68, seu debito junto ao BRADESCO desde 28/01/2013 pode ser quitado hoje por R$1600. Ligue agora 08006002934 /whatsapp 11997193858",ok,159,0,1,0
1859,"IZAURA, CPF 019.xxx.xxx-85, uma condicao excepcional foi aprovada p/ quitar seu debito junto ao BRADESCO. Ligue agora 08006002934/ wpp 11997193858",ok,146,0,1,0
1860,"ZILMA,CNPJ 01904.xxx/xxxx-74,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$242.6 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,160,1,1,0
1861,"R,CNPJ 01924.xxx/xxxx-64,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$89.45 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,156,1,1,0
1862,"P,CNPJ 01967.xxx/xxxx-30,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$49.65 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,156,1,1,0
1863,"J,CNPJ 01988.xxx/xxxx-70,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$197.69 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,157,1,1,0
1864,"NR,CNPJ 01997.xxx/xxxx-41,proposta p/ quitar seu debito referente a RENEGOCIACAO DE DIVIDA por R$913.27 valida ate 08/03. Ligue 08006002934 /whats 11997193858",ok,158,1,1,0
1865,050003DB0201|Kotak alert- Total Due on Card xxxx4715 is Rs 1180. Min amt Rs 1100.Due by 02-Aug-19.To view statement  payment please visit bit.ly/2uPKfCH. Kindly ignor,ok,166,1,1,0
